time,part_of_day,wind_speed,pressure,sea_level_pressure,wind_direction,temperature,apparent_temperature,humidity,clouds_coverage,weather_class,rain,snow,solar_radiation,visibility,ultra_violet_idx
2018-01-01 00:00:00,n,1.2,1021.0,1022.4,60.0,11.350000000000023,11.350000000000023,83.0,78,Overcast clouds,0.0,0,0.0,5.0,0.0
2018-01-01 01:00:00,n,1.2,1021.2,1022.6,140.0,10.550000000000011,10.550000000000011,88.0,83,Overcast clouds,0.0,0,0.0,5.0,0.0
2018-01-01 02:00:00,n,0.8,1021.2,1022.6,158.0,9.25,9.25,89.0,85,Overcast clouds,0.0,0,0.0,5.0,0.0
2018-01-01 03:00:00,n,0.8,1021.3,1022.7,207.0,8.950000000000045,8.950000000000045,91.0,82,Overcast clouds,0.0,0,0.0,1.5,0.0
2018-01-01 04:00:00,n,0.8,1021.4,1022.8,280.0,8.650000000000034,8.650000000000034,91.0,95,Overcast clouds,0.0,0,0.0,1.5,0.0
2018-01-01 05:00:00,n,0.8,1021.1,1022.5,250.0,8.650000000000034,8.650000000000034,89.5,94,Overcast clouds,0.0,0,0.0,5.0,0.0
2018-01-01 06:00:00,n,0.8,1021.5,1022.9,158.0,7.850000000000023,7.850000000000023,92.5,96,Overcast clouds,0.0,0,0.0,1.5,0.0
2018-01-01 07:00:00,n,1.2,1022.1,1023.5,200.0,7.150000000000034,6.75,89.5,96,Overcast clouds,0.0,0,0.0,5.0,0.0
2018-01-01 08:00:00,d,1.6,1022.2,1023.6,160.0,7.650000000000034,7.650000000000034,87.0,95,Overcast clouds,0.0,0,17.5701,5.0,0.7
2018-01-01 09:00:00,d,2.0,1022.5,1023.9,120.0,10.25,10.25,84.0,95,Overcast clouds,0.0,0,66.1282,5.0,1.0
2018-01-01 10:00:00,d,2.4,1023.1,1024.5,165.0,12.850000000000023,12.850000000000023,81.5,95,Overcast clouds,0.0,0,110.033,5.0,1.3
2018-01-01 11:00:00,d,2.4,1022.85,1024.2,125.0,12.850000000000023,12.850000000000023,79.0,95,Overcast clouds,0.0,0,162.916,5.0,1.5
2018-01-01 12:00:00,d,2.0,1021.85,1023.2,30.0,14.150000000000034,14.150000000000034,73.5,95,Overcast clouds,0.0,0,178.487,5.0,1.6
2018-01-01 13:00:00,d,1.6,1020.75,1022.1,125.0,14.850000000000023,14.850000000000023,69.0,94,Overcast clouds,0.0,0,182.643,5.0,1.6
2018-01-01 14:00:00,d,2.0,1019.95,1021.3,295.0,15.950000000000045,15.950000000000045,66.0,94,Overcast clouds,0.0,0,153.723,5.0,1.4
